"inventoryid","inventorydate","year","month","partid","partname","partcode","partcategory","partdescription","supplierid","suppliername","suppliercity","suppliercountry","supplierrating","warehouseid","warehousename","warehouselocation","warehousecity","quantityonhand","quantityreserved","quantitydamaged","availablequantity","reorderlevel","reorderquantity","leadtimedays","unitcost","totalcost","supplierleadtime","receivedate","invoicenumber","invoiceamount","status","expirydate","storagelocation","laststockupdate","notes"
"INV00000296","2024-02-23",2024,11,"PART000047","Part 47","PC697512","Component","Essential component Part 47","SUP0057","Supplier 57","Mumbai","India","3.39","WH07","Warehouse 7","South","Mumbai",2278,1264,179,835,1913,16608,13,"959.78","801416.3",12,"2024-02-08","INV662802","47609.17","Low Stock","2025-09-09","Rack-4","2024-11-03","Stock level: 2278 units, Supplier rating: 3.39"
"INV00000297","2024-07-03",2024,2,"PART000048","Part 48","PC354078","Subassembly","Essential component Part 48","SUP0058","Supplier 58","Delhi","India","2.87","WH08","Warehouse 8","East","Delhi",37988,9870,5,28113,3570,11541,43,"42.68","1199862.84",72,"2024-01-14","INV225603","27948.95","Out of Stock","2025-09-02","Rack-74","2024-08-27","Stock level: 37988 units, Supplier rating: 2.87"
"INV00000298","2024-09-15",2024,4,"PART000049","Part 49","PC770803","Tool","Essential component Part 49","SUP0059","Supplier 59","Bangalore","India","4.98","WH09","Warehouse 9","West","Bangalore",42652,740,163,41749,1278,16695,50,"397.45","16593140.05",35,"2024-10-28","INV397887","50798.68","Discontinued","null","Rack-63","2024-01-01","Stock level: 42652 units, Supplier rating: 4.98"
"INV00000299","2024-02-03",2024,12,"PART000050","Part 50","PC921877","Packaging","Essential component Part 50","SUP0060","Supplier 60","Pune","India","4.12","WH10","Warehouse 10","Central","Pune",37691,15540,331,21820,1461,16211,18,"993.63","21681006.6",58,"2024-05-12","INV338854","57358.22","On Order","null","Rack-12","2024-05-12","Stock level: 37691 units, Supplier rating: 4.12"
"INV00000300","2024-07-23",2024,9,"PART000051","Part 51","PC472209","Raw Material","Essential component Part 51","SUP0001","Supplier 1","Hyderabad","India","3.7","WH01","Warehouse 1","North","Hyderabad",4729,3280,17,1432,2143,16385,15,"847.9","1214192.8",16,"2024-08-13","INV402105","56757.89","Available","null","Rack-57","2024-10-07","Stock level: 4729 units, Supplier rating: 3.7"
"INV00000301","2024-08-07",2024,11,"PART000052","Part 52","PC780539","Component","Essential component Part 52","SUP0002","Supplier 2","Chennai","India","3.25","WH02","Warehouse 2","South","Chennai",4675,1794,395,2486,540,19757,29,"128.8","320196.8",42,"2024-01-26","INV999769","96974.74","Low Stock","null","Rack-50","2024-11-22","Stock level: 4675 units, Supplier rating: 3.25"
"INV00000302","2024-10-03",2024,3,"PART000053","Part 53","PC619937","Subassembly","Essential component Part 53","SUP0003","Supplier 3","Kolkata","India","3.06","WH03","Warehouse 3","East","Kolkata",38147,31016,238,6893,3388,13628,46,"339.94","2343206.42",43,"2024-11-20","INV778109","61055.02","Out of Stock","2025-02-10","Rack-70","2024-10-12","Stock level: 38147 units, Supplier rating: 3.06"
"INV00000303","2024-07-23",2024,3,"PART000054","Part 54","PC968246","Tool","Essential component Part 54","SUP0004","Supplier 4","Jaipur","India","3.69","WH04","Warehouse 4","West","Jaipur",27026,18926,201,7899,2420,6950,18,"501.72","3963086.28",89,"2024-03-16","INV933751","76212.66","Discontinued","null","Rack-59","2024-12-26","Stock level: 27026 units, Supplier rating: 3.69"
"INV00000304","2024-01-21",2024,8,"PART000055","Part 55","PC347939","Packaging","Essential component Part 55","SUP0005","Supplier 5","Mumbai","India","3.79","WH05","Warehouse 5","Central","Mumbai",39195,7835,250,31110,3972,16321,8,"888.47","27640301.7",13,"2024-11-16","INV951831","76117.27","On Order","null","Rack-55","2024-12-06","Stock level: 39195 units, Supplier rating: 3.79"
"INV00000305","2024-05-16",2024,2,"PART000056","Part 56","PC239872","Raw Material","Essential component Part 56","SUP0006","Supplier 6","Delhi","India","3.59","WH06","Warehouse 6","North","Delhi",32112,11150,214,20748,4194,5499,32,"788.28","16355233.44",20,"2024-11-12","INV746334","86979.95","Available","2025-05-28","Rack-78","2024-11-13","Stock level: 32112 units, Supplier rating: 3.59"
"INV00000306","2024-03-21",2024,8,"PART000057","Part 57","PC475946","Component","Essential component Part 57","SUP0007","Supplier 7","Bangalore","India","4.42","WH07","Warehouse 7","South","Bangalore",41798,15499,71,26228,3015,15282,5,"549.66","14416482.48",6,"2024-07-12","INV866978","76371.87","Low Stock","2025-06-21","Rack-43","2024-09-21","Stock level: 41798 units, Supplier rating: 4.42"
"INV00000307","2024-06-23",2024,10,"PART000058","Part 58","PC698347","Subassembly","Essential component Part 58","SUP0008","Supplier 8","Pune","India","4.74","WH08","Warehouse 8","East","Pune",27030,2807,33,24190,1104,2600,32,"385.43","9323551.7",55,"2024-05-09","INV787794","77944.35","Out of Stock","2025-04-15","Rack-53","2024-07-21","Stock level: 27030 units, Supplier rating: 4.74"
"INV00000308","2024-12-24",2024,3,"PART000059","Part 59","PC574689","Tool","Essential component Part 59","SUP0009","Supplier 9","Hyderabad","India","2.43","WH09","Warehouse 9","West","Hyderabad",39375,14560,493,24322,1896,2415,6,"386.54","9401425.88",80,"2024-05-26","INV293685","98807.73","Discontinued","null","Rack-87","2024-09-18","Stock level: 39375 units, Supplier rating: 2.43"
"INV00000309","2024-06-16",2024,3,"PART000060","Part 60","PC917981","Packaging","Essential component Part 60","SUP0010","Supplier 10","Chennai","India","4.84","WH10","Warehouse 10","Central","Chennai",4434,2732,363,1339,555,8960,56,"458.43","613837.77",86,"2024-09-07","INV421364","67094.28","On Order","null","Rack-33","2024-04-25","Stock level: 4434 units, Supplier rating: 4.84"
"INV00000310","2024-05-15",2024,3,"PART000061","Part 61","PC317637","Raw Material","Essential component Part 61","SUP0011","Supplier 11","Kolkata","India","4.12","WH01","Warehouse 1","North","Kolkata",28268,18385,433,9450,4333,17783,42,"736.54","6960303",28,"2024-12-16","INV152895","24516.07","Available","null","Rack-77","2024-08-26","Stock level: 28268 units, Supplier rating: 4.12"
"INV00000311","2024-02-24",2024,11,"PART000062","Part 62","PC241160","Component","Essential component Part 62","SUP0012","Supplier 12","Jaipur","India","4.56","WH02","Warehouse 2","South","Jaipur",46290,19048,137,27105,2634,2197,5,"860.31","23318702.55",88,"2024-11-18","INV784477","43798.24","Low Stock","2025-12-22","Rack-46","2024-02-25","Stock level: 46290 units, Supplier rating: 4.56"
"INV00000312","2024-03-14",2024,2,"PART000063","Part 63","PC517791","Subassembly","Essential component Part 63","SUP0013","Supplier 13","Mumbai","India","2.99","WH03","Warehouse 3","East","Mumbai",25257,19217,222,5818,2715,14183,23,"654.03","3805146.54",76,"2024-07-09","INV512841","72308.7","Out of Stock","null","Rack-9","2024-09-01","Stock level: 25257 units, Supplier rating: 2.99"
"INV00000313","2024-10-24",2024,3,"PART000064","Part 64","PC692034","Tool","Essential component Part 64","SUP0014","Supplier 14","Delhi","India","3.47","WH04","Warehouse 4","West","Delhi",10434,2556,423,7455,349,13805,5,"432.98","3227865.9",90,"2024-09-03","INV784497","49428.46","Discontinued","null","Rack-27","2024-03-15","Stock level: 10434 units, Supplier rating: 3.47"
"INV00000314","2024-10-24",2024,2,"PART000065","Part 65","PC371998","Packaging","Essential component Part 65","SUP0015","Supplier 15","Bangalore","India","2.69","WH05","Warehouse 5","Central","Bangalore",20154,11823,472,7859,553,10096,16,"13.34","104839.06",39,"2024-12-11","INV566055","18204.04","On Order","null","Rack-95","2024-06-08","Stock level: 20154 units, Supplier rating: 2.69"
"INV00000315","2024-10-08",2024,5,"PART000066","Part 66","PC397750","Raw Material","Essential component Part 66","SUP0016","Supplier 16","Pune","India","3.74","WH06","Warehouse 6","North","Pune",17453,13625,264,3564,610,14682,13,"735.85","2622569.4",59,"2024-06-18","INV666781","64922.83","Available","2025-08-11","Rack-62","2024-11-22","Stock level: 17453 units, Supplier rating: 3.74"
"INV00000316","2024-05-21",2024,6,"PART000067","Part 67","PC777010","Component","Essential component Part 67","SUP0017","Supplier 17","Hyderabad","India","4.53","WH07","Warehouse 7","South","Hyderabad",19584,3197,139,16248,3487,7170,22,"882.5","14338860",53,"2024-06-15","INV312844","72817.24","Low Stock","null","Rack-82","2024-07-23","Stock level: 19584 units, Supplier rating: 4.53"
"INV00000317","2024-11-01",2024,9,"PART000068","Part 68","PC568277","Subassembly","Essential component Part 68","SUP0018","Supplier 18","Chennai","India","4.17","WH08","Warehouse 8","East","Chennai",11047,5425,246,5376,2652,12275,30,"998.1","5365785.6",46,"2024-03-28","INV290913","3155.58","Out of Stock","null","Rack-74","2024-12-15","Stock level: 11047 units, Supplier rating: 4.17"
"INV00000318","2024-09-19",2024,9,"PART000069","Part 69","PC364844","Tool","Essential component Part 69","SUP0019","Supplier 19","Kolkata","India","2.04","WH09","Warehouse 9","West","Kolkata",11405,2001,32,9372,2695,16527,44,"183.73","1721917.56",84,"2024-09-26","INV354434","76290.68","Discontinued","null","Rack-29","2024-04-25","Stock level: 11405 units, Supplier rating: 2.04"
"INV00000319","2024-08-18",2024,2,"PART000070","Part 70","PC433437","Packaging","Essential component Part 70","SUP0020","Supplier 20","Jaipur","India","4.85","WH10","Warehouse 10","Central","Jaipur",44547,3715,58,40774,4364,800,17,"404.8","16505315.2",48,"2024-01-05","INV346175","60203.82","On Order","null","Rack-33","2024-08-23","Stock level: 44547 units, Supplier rating: 4.85"
"INV00000320","2024-01-24",2024,12,"PART000071","Part 71","PC829021","Raw Material","Essential component Part 71","SUP0021","Supplier 21","Mumbai","India","2.25","WH01","Warehouse 1","North","Mumbai",12305,5810,472,6023,723,10401,32,"601.42","3622352.66",69,"2024-11-03","INV696134","2233.77","Available","null","Rack-93","2024-06-19","Stock level: 12305 units, Supplier rating: 2.25"
"INV00000321","2024-05-14",2024,11,"PART000072","Part 72","PC970182","Component","Essential component Part 72","SUP0022","Supplier 22","Delhi","India","2.96","WH02","Warehouse 2","South","Delhi",36940,34057,337,2546,3092,17334,6,"17.01","43307.46",15,"2024-01-09","INV528954","5927.67","Low Stock","null","Rack-53","2024-10-21","Stock level: 36940 units, Supplier rating: 2.96"
"INV00000322","2024-07-18",2024,9,"PART000073","Part 73","PC675713","Subassembly","Essential component Part 73","SUP0023","Supplier 23","Bangalore","India","2.82","WH03","Warehouse 3","East","Bangalore",15518,1175,256,14087,3138,9794,56,"69.64","981018.68",16,"2024-10-08","INV446269","4994.01","Out of Stock","null","Rack-44","2024-01-16","Stock level: 15518 units, Supplier rating: 2.82"
"INV00000323","2024-10-11",2024,10,"PART000074","Part 74","PC932755","Tool","Essential component Part 74","SUP0024","Supplier 24","Pune","India","4.08","WH04","Warehouse 4","West","Pune",46925,31630,30,15265,1397,5527,37,"993.5","15165777.5",48,"2024-03-16","INV359756","46862.94","Discontinued","null","Rack-28","2024-11-12","Stock level: 46925 units, Supplier rating: 4.08"
"INV00000324","2024-07-21",2024,7,"PART000075","Part 75","PC709849","Packaging","Essential component Part 75","SUP0025","Supplier 25","Hyderabad","India","3.92","WH05","Warehouse 5","Central","Hyderabad",9711,3367,310,6034,3802,7606,23,"13.6","82062.4",78,"2024-04-03","INV711300","5532.99","On Order","null","Rack-73","2024-01-20","Stock level: 9711 units, Supplier rating: 3.92"
"INV00000325","2024-04-15",2024,6,"PART000076","Part 76","PC253357","Raw Material","Essential component Part 76","SUP0026","Supplier 26","Chennai","India","3.72","WH06","Warehouse 6","North","Chennai",10753,7186,225,3342,4912,13389,58,"817.9","2733421.8",16,"2024-10-16","INV153638","65732.8","Available","null","Rack-14","2024-01-20","Stock level: 10753 units, Supplier rating: 3.72"
"INV00000326","2024-02-25",2024,4,"PART000077","Part 77","PC860900","Component","Essential component Part 77","SUP0027","Supplier 27","Kolkata","India","2.12","WH07","Warehouse 7","South","Kolkata",13973,5057,93,8823,2278,5380,6,"151.35","1335361.05",68,"2024-12-19","INV940096","47346.92","Low Stock","null","Rack-54","2024-06-16","Stock level: 13973 units, Supplier rating: 2.12"
"INV00000327","2024-05-04",2024,12,"PART000078","Part 78","PC621760","Subassembly","Essential component Part 78","SUP0028","Supplier 28","Jaipur","India","3.37","WH08","Warehouse 8","East","Jaipur",21708,1949,389,19370,4034,4425,47,"735.74","14251283.8",84,"2024-02-05","INV360170","74362.86","Out of Stock","2025-07-27","Rack-6","2024-03-26","Stock level: 21708 units, Supplier rating: 3.37"
"INV00000328","2024-01-09",2024,5,"PART000079","Part 79","PC900929","Tool","Essential component Part 79","SUP0029","Supplier 29","Mumbai","India","2.94","WH09","Warehouse 9","West","Mumbai",32488,19792,333,12363,2717,4858,52,"174.7","2159816.1",71,"2024-06-19","INV755531","28104.58","Discontinued","2025-08-14","Rack-53","2024-01-23","Stock level: 32488 units, Supplier rating: 2.94"
"INV00000329","2024-09-25",2024,10,"PART000080","Part 80","PC796151","Packaging","Essential component Part 80","SUP0030","Supplier 30","Delhi","India","4.89","WH10","Warehouse 10","Central","Delhi",46228,40000,136,6092,941,9262,53,"757.56","4615055.52",67,"2024-11-21","INV435670","75540.33","On Order","null","Rack-47","2024-12-11","Stock level: 46228 units, Supplier rating: 4.89"
"INV00000330","2024-10-16",2024,5,"PART000081","Part 81","PC415439","Raw Material","Essential component Part 81","SUP0031","Supplier 31","Bangalore","India","3.06","WH01","Warehouse 1","North","Bangalore",23360,22800,256,304,2535,9867,15,"407.76","123959.04",44,"2024-01-02","INV606811","71847.6","Available","2025-04-14","Rack-17","2024-07-22","Stock level: 23360 units, Supplier rating: 3.06"
"INV00000331","2024-04-12",2024,4,"PART000082","Part 82","PC420673","Component","Essential component Part 82","SUP0032","Supplier 32","Pune","India","3.37","WH02","Warehouse 2","South","Pune",48393,5270,347,42776,2648,9964,49,"227.37","9725979.12",21,"2024-03-20","INV939009","6052.33","Low Stock","2025-04-01","Rack-96","2024-03-27","Stock level: 48393 units, Supplier rating: 3.37"
"INV00000332","2024-04-25",2024,2,"PART000083","Part 83","PC754671","Subassembly","Essential component Part 83","SUP0033","Supplier 33","Hyderabad","India","4.62","WH03","Warehouse 3","East","Hyderabad",3055,1932,197,926,1776,14795,29,"310.64","287652.64",62,"2024-11-03","INV473952","6309.31","Out of Stock","2025-08-13","Rack-99","2024-09-21","Stock level: 3055 units, Supplier rating: 4.62"
"INV00000333","2024-09-24",2024,8,"PART000084","Part 84","PC456768","Tool","Essential component Part 84","SUP0034","Supplier 34","Chennai","India","3.74","WH04","Warehouse 4","West","Chennai",33315,3290,139,29886,3402,13471,36,"318.09","9506437.74",31,"2024-07-18","INV898604","32660.76","Discontinued","null","Rack-78","2024-02-13","Stock level: 33315 units, Supplier rating: 3.74"
"INV00000334","2024-09-23",2024,1,"PART000085","Part 85","PC931074","Packaging","Essential component Part 85","SUP0035","Supplier 35","Kolkata","India","2.34","WH05","Warehouse 5","Central","Kolkata",4406,3231,247,928,1427,13956,53,"157.05","145742.4",43,"2024-04-03","INV131864","72223.85","On Order","null","Rack-1","2024-04-24","Stock level: 4406 units, Supplier rating: 2.34"
"INV00000335","2024-02-14",2024,7,"PART000086","Part 86","PC464580","Raw Material","Essential component Part 86","SUP0036","Supplier 36","Jaipur","India","2.78","WH06","Warehouse 6","North","Jaipur",6661,1353,328,4980,4061,2078,60,"120.55","600339",23,"2024-08-06","INV523886","84410.07","Available","null","Rack-19","2024-03-16","Stock level: 6661 units, Supplier rating: 2.78"
"INV00000336","2024-06-26",2024,11,"PART000087","Part 87","PC581531","Component","Essential component Part 87","SUP0037","Supplier 37","Mumbai","India","4.37","WH07","Warehouse 7","South","Mumbai",15254,8973,426,5855,516,19404,9,"935.96","5480045.8",51,"2024-10-12","INV387515","69477.01","Low Stock","null","Rack-50","2024-12-14","Stock level: 15254 units, Supplier rating: 4.37"
"INV00000337","2024-11-03",2024,2,"PART000088","Part 88","PC769067","Subassembly","Essential component Part 88","SUP0038","Supplier 38","Delhi","India","4.8","WH08","Warehouse 8","East","Delhi",29819,2519,22,27278,3698,15036,56,"910.25","24829799.5",43,"2024-07-11","INV405165","92993.35","Out of Stock","null","Rack-19","2024-11-18","Stock level: 29819 units, Supplier rating: 4.8"
"INV00000338","2024-02-25",2024,9,"PART000089","Part 89","PC559906","Tool","Essential component Part 89","SUP0039","Supplier 39","Bangalore","India","3.33","WH09","Warehouse 9","West","Bangalore",30545,11103,361,19081,4803,5574,51,"826.34","15767393.54",44,"2024-03-27","INV630530","4681.07","Discontinued","null","Rack-21","2024-05-19","Stock level: 30545 units, Supplier rating: 3.33"
"INV00000339","2024-02-16",2024,8,"PART000090","Part 90","PC273593","Packaging","Essential component Part 90","SUP0040","Supplier 40","Pune","India","3.59","WH10","Warehouse 10","Central","Pune",8348,2495,330,5523,2745,8634,43,"495.67","2737585.41",65,"2024-04-21","INV215724","66004.72","On Order","null","Rack-41","2024-06-03","Stock level: 8348 units, Supplier rating: 3.59"
