"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000280","2024-02-13","17:00:56",2024,3,"MACH00081","Machine 81","MODEL-2966","CNC Machine","Siemens","FAC01","Factory 1","LINE011","Assembly Line 11","62","60","7.16","38.49",3437,"18.29","Running","74.68","No","70.24",7,2,18,742,"E005","Error condition E005","2024-12-28","2024-11-19"
"LOG00000281","2024-08-22","19:19:23",2024,12,"MACH00082","Machine 82","MODEL-7627","Hydraulic Press","ABB","FAC02","Factory 2","LINE012","Assembly Line 12","79.6","54.2","9.29","1.2",160,"36.91","Idle","50.83","Yes","78.44",8,4,4,2691,"None","No errors","2024-02-24","2024-11-22"
"LOG00000282","2024-02-07","13:59:56",2024,11,"MACH00083","Machine 83","MODEL-1337","Conveyor","Fanuc","FAC03","Factory 3","LINE013","Assembly Line 13","71.9","55.4","9.02","42.15",3824,"1.44","Maintenance","72.32","No","76.8",5,10,5,32,"E001","Error condition E001","2024-10-21","2024-08-27"
"LOG00000283","2024-03-03","17:36:29",2024,8,"MACH00084","Machine 84","MODEL-4810","Robot Arm","KUKA","FAC04","Factory 4","LINE014","Assembly Line 14","62.7","46","6.73","33.52",9640,"2.15","Error","88.87","No","81.79",0,10,19,7640,"E002","Error condition E002","2024-05-26","2024-01-24"
"LOG00000284","2024-08-04","19:54:37",2024,2,"MACH00085","Machine 85","MODEL-5903","Welder","Bosch","FAC05","Factory 5","LINE015","Assembly Line 15","33.8","57.7","6.39","11.7",8329,"25.28","Stopped","94.55","No","72.31",1,4,20,6914,"E003","Error condition E003","2024-09-16","2024-07-16"
"LOG00000285","2024-05-28","06:17:53",2024,9,"MACH00086","Machine 86","MODEL-7184","Drill","Mitsubishi","FAC06","Factory 6","LINE016","Assembly Line 16","70.3","43.3","9.63","12.18",2413,"37.67","Running","81.2","No","89.05",8,7,13,5266,"E004","Error condition E004","2024-07-15","2024-12-15"
"LOG00000286","2024-06-11","19:14:50",2024,10,"MACH00087","Machine 87","MODEL-2102","Lathe","Yaskawa","FAC07","Factory 7","LINE017","Assembly Line 17","41.1","75.9","8.83","47.32",7768,"39.45","Idle","91.05","No","98.05",2,21,12,4352,"E005","Error condition E005","2024-10-19","2024-03-14"
"LOG00000287","2024-02-15","13:51:28",2024,4,"MACH00088","Machine 88","MODEL-2020","Compressor","Omron","FAC08","Factory 8","LINE018","Assembly Line 18","44.7","77.7","9.08","38.11",4367,"3.06","Maintenance","68.97","Yes","94.98",1,9,0,2404,"None","No errors","2024-12-21","2024-06-12"
"LOG00000288","2024-06-17","12:43:05",2024,11,"MACH00089","Machine 89","MODEL-4869","CNC Machine","Siemens","FAC01","Factory 1","LINE019","Assembly Line 19","31.6","60.4","2.4","0.04",1194,"24.37","Error","97.55","No","70.52",0,16,21,5159,"E001","Error condition E001","2024-01-13","2024-01-24"
"LOG00000289","2024-02-16","15:12:21",2024,9,"MACH00090","Machine 90","MODEL-2424","Hydraulic Press","ABB","FAC02","Factory 2","LINE020","Assembly Line 20","35","77.8","3.51","15.96",7085,"36.82","Stopped","64.89","Yes","97.93",6,20,22,5858,"E002","Error condition E002","2024-05-15","2024-05-20"
"LOG00000290","2024-11-13","16:47:59",2024,7,"MACH00091","Machine 91","MODEL-3260","Conveyor","Fanuc","FAC03","Factory 3","LINE021","Assembly Line 21","67.8","79.5","5.02","42.34",6208,"26.71","Running","95.42","No","92.3",24,12,15,8198,"E003","Error condition E003","2024-08-11","2024-09-04"
"LOG00000291","2024-02-18","02:31:34",2024,2,"MACH00092","Machine 92","MODEL-3059","Robot Arm","KUKA","FAC04","Factory 4","LINE022","Assembly Line 22","33.7","75.8","9.55","23.57",835,"16.64","Idle","90.89","No","98.23",12,0,21,5624,"E004","Error condition E004","2024-03-19","2024-06-01"
"LOG00000292","2024-02-21","00:30:13",2024,5,"MACH00093","Machine 93","MODEL-7876","Welder","Bosch","FAC05","Factory 5","LINE023","Assembly Line 23","29.7","47","8.03","41.09",2743,"9.78","Maintenance","97.36","No","78.85",22,14,0,4968,"E005","Error condition E005","2024-05-26","2024-09-03"
"LOG00000293","2024-03-22","14:30:23",2024,8,"MACH00094","Machine 94","MODEL-9760","Drill","Mitsubishi","FAC06","Factory 6","LINE024","Assembly Line 24","62.4","60.9","4.04","48.92",116,"46.15","Error","69.12","Yes","75.52",8,21,19,4852,"None","No errors","2024-05-21","2024-01-21"
"LOG00000294","2024-07-05","04:27:55",2024,5,"MACH00095","Machine 95","MODEL-6703","Lathe","Yaskawa","FAC07","Factory 7","LINE025","Assembly Line 25","50.1","73.8","5.54","32.95",3388,"3.56","Stopped","63.03","Yes","72.53",3,8,19,34,"E001","Error condition E001","2024-11-20","2024-08-14"
"LOG00000295","2024-01-07","05:27:15",2024,12,"MACH00096","Machine 96","MODEL-6430","Compressor","Omron","FAC08","Factory 8","LINE026","Assembly Line 26","56.8","68","4.08","6.49",835,"45.77","Running","81.02","No","87.2",21,8,24,3659,"E002","Error condition E002","2024-09-14","2024-05-17"
"LOG00000296","2024-07-20","14:12:06",2024,12,"MACH00097","Machine 97","MODEL-1074","CNC Machine","Siemens","FAC01","Factory 1","LINE027","Assembly Line 27","26.4","68.5","2.96","13.07",7737,"15.7","Idle","77.51","No","66.9",16,19,0,1265,"E003","Error condition E003","2024-05-06","2024-09-28"
"LOG00000297","2024-12-20","11:46:02",2024,3,"MACH00098","Machine 98","MODEL-8286","Hydraulic Press","ABB","FAC02","Factory 2","LINE028","Assembly Line 28","56.6","75.7","2.92","34.81",5249,"0.84","Maintenance","55.8","Yes","71.1",22,24,15,5587,"E004","Error condition E004","2024-04-28","2024-04-19"
"LOG00000298","2024-07-05","17:27:02",2024,5,"MACH00099","Machine 99","MODEL-2807","Conveyor","Fanuc","FAC03","Factory 3","LINE029","Assembly Line 29","74.6","33.1","3.25","42.94",7240,"49.41","Error","73.22","No","61.33",7,13,1,6839,"E005","Error condition E005","2024-05-25","2024-08-20"
"LOG00000299","2024-11-25","18:14:23",2024,3,"MACH00100","Machine 100","MODEL-1444","Robot Arm","KUKA","FAC04","Factory 4","LINE030","Assembly Line 30","62","72.8","6.82","4.19",6372,"36.68","Stopped","50.5","Yes","96.71",22,2,6,182,"None","No errors","2024-11-07","2024-07-15"
"LOG00000300","2024-02-26","20:41:33",2024,9,"MACH00001","Machine 1","MODEL-9672","Welder","Bosch","FAC05","Factory 5","LINE001","Assembly Line 1","36.9","51.4","2.32","42.18",7218,"16.6","Running","88.51","No","93.3",0,18,9,9370,"E001","Error condition E001","2024-08-01","2024-10-14"
"LOG00000301","2024-12-05","01:48:54",2024,11,"MACH00002","Machine 2","MODEL-5446","Drill","Mitsubishi","FAC06","Factory 6","LINE002","Assembly Line 2","53.3","54.4","9.09","16.08",6479,"18.03","Idle","74.75","No","83.95",23,14,13,3295,"E002","Error condition E002","2024-03-16","2024-09-20"
"LOG00000302","2024-02-04","14:34:59",2024,10,"MACH00003","Machine 3","MODEL-6922","Lathe","Yaskawa","FAC07","Factory 7","LINE003","Assembly Line 3","38","38.7","9.06","27.85",5982,"39.77","Maintenance","86.83","No","78",23,23,10,5555,"E003","Error condition E003","2024-06-27","2024-06-11"
"LOG00000303","2024-06-19","11:31:50",2024,10,"MACH00004","Machine 4","MODEL-6488","Compressor","Omron","FAC08","Factory 8","LINE004","Assembly Line 4","69.3","57.1","7.6","0.24",4924,"26.26","Error","89.08","No","97.76",17,9,1,3149,"E004","Error condition E004","2024-03-08","2024-04-08"
"LOG00000304","2024-12-14","13:51:44",2024,10,"MACH00005","Machine 5","MODEL-4868","CNC Machine","Siemens","FAC01","Factory 1","LINE005","Assembly Line 5","64.4","59.1","3.83","28.95",3041,"30.89","Stopped","84.1","No","62.76",1,22,20,252,"E005","Error condition E005","2024-05-27","2024-11-09"
"LOG00000305","2024-07-15","17:03:16",2024,2,"MACH00006","Machine 6","MODEL-4323","Hydraulic Press","ABB","FAC02","Factory 2","LINE006","Assembly Line 6","42.3","45.9","4.85","26.71",2480,"43.11","Running","56.34","Yes","89.08",14,23,14,322,"None","No errors","2024-08-06","2024-01-04"
"LOG00000306","2024-02-04","14:56:32",2024,11,"MACH00007","Machine 7","MODEL-3512","Conveyor","Fanuc","FAC03","Factory 3","LINE007","Assembly Line 7","75.9","60","3.2","44.25",309,"29.56","Idle","60.74","Yes","81.3",6,11,8,9622,"E001","Error condition E001","2024-10-16","2024-03-12"
"LOG00000307","2024-06-02","08:13:01",2024,7,"MACH00008","Machine 8","MODEL-1223","Robot Arm","KUKA","FAC04","Factory 4","LINE008","Assembly Line 8","51.4","77.7","2.77","26.3",5149,"8.54","Maintenance","77.24","No","96.82",9,11,2,5506,"E002","Error condition E002","2024-03-06","2024-03-03"
"LOG00000308","2024-07-27","22:45:14",2024,5,"MACH00009","Machine 9","MODEL-1221","Welder","Bosch","FAC05","Factory 5","LINE009","Assembly Line 9","60.6","47.6","5.12","7.8",7427,"8.53","Error","63.24","Yes","81.31",9,1,20,9716,"E003","Error condition E003","2024-04-15","2024-03-20"
"LOG00000309","2024-01-14","10:21:44",2024,6,"MACH00010","Machine 10","MODEL-8833","Drill","Mitsubishi","FAC06","Factory 6","LINE010","Assembly Line 10","73.3","36.2","6.12","9.63",9684,"24.91","Stopped","92.67","No","90.65",7,4,10,2768,"E004","Error condition E004","2024-06-04","2024-03-10"
"LOG00000310","2024-12-02","19:12:12",2024,12,"MACH00011","Machine 11","MODEL-2983","Lathe","Yaskawa","FAC07","Factory 7","LINE011","Assembly Line 11","41.4","57","3.45","40.33",367,"26.46","Running","72.74","No","66.12",5,13,18,7933,"E005","Error condition E005","2024-11-28","2024-01-07"
"LOG00000311","2024-05-01","05:02:50",2024,1,"MACH00012","Machine 12","MODEL-8150","Compressor","Omron","FAC08","Factory 8","LINE012","Assembly Line 12","64","52.3","4.18","0.71",606,"18.14","Idle","80.15","No","91.26",21,0,23,921,"None","No errors","2024-06-07","2024-05-10"
"LOG00000312","2024-07-22","12:25:47",2024,4,"MACH00013","Machine 13","MODEL-6312","CNC Machine","Siemens","FAC01","Factory 1","LINE013","Assembly Line 13","72.6","53.7","2.98","24.84",9870,"5.3","Maintenance","69.01","Yes","98.48",3,9,13,4968,"E001","Error condition E001","2024-06-07","2024-05-21"
"LOG00000313","2024-06-05","18:49:41",2024,4,"MACH00014","Machine 14","MODEL-5156","Hydraulic Press","ABB","FAC02","Factory 2","LINE014","Assembly Line 14","33.7","58.1","5.88","11.23",7972,"13.85","Error","74.92","No","76.64",18,8,14,4144,"E002","Error condition E002","2024-03-12","2024-09-07"
"LOG00000314","2024-07-03","17:36:59",2024,11,"MACH00015","Machine 15","MODEL-2091","Conveyor","Fanuc","FAC03","Factory 3","LINE015","Assembly Line 15","22.7","30.8","1.34","22.8",6735,"31.95","Stopped","87.9","No","72.86",15,19,12,4191,"E003","Error condition E003","2024-06-18","2024-11-06"
"LOG00000315","2024-04-22","22:25:45",2024,6,"MACH00016","Machine 16","MODEL-3130","Robot Arm","KUKA","FAC04","Factory 4","LINE016","Assembly Line 16","47.1","39.3","0.84","1.74",2614,"3.9","Running","94.37","No","63.18",12,19,14,3459,"E004","Error condition E004","2024-04-06","2024-12-24"
"LOG00000316","2024-11-04","12:15:16",2024,9,"MACH00017","Machine 17","MODEL-2807","Welder","Bosch","FAC05","Factory 5","LINE017","Assembly Line 17","46.5","48.8","8.96","12.19",7949,"25.88","Idle","78.74","No","73.15",11,16,18,5287,"E005","Error condition E005","2024-06-11","2024-10-02"
"LOG00000317","2024-02-04","07:17:03",2024,7,"MACH00018","Machine 18","MODEL-8654","Drill","Mitsubishi","FAC06","Factory 6","LINE018","Assembly Line 18","52.8","36.8","7.55","47.66",3409,"19.79","Maintenance","72.47","No","74.86",12,10,22,9747,"None","No errors","2024-02-16","2024-10-16"
"LOG00000318","2024-02-07","03:56:03",2024,5,"MACH00019","Machine 19","MODEL-5746","Lathe","Yaskawa","FAC07","Factory 7","LINE019","Assembly Line 19","75.1","54.5","6.7","12.24",1671,"47.56","Error","94.86","No","78.25",23,10,23,5244,"E001","Error condition E001","2024-04-20","2024-02-23"
"LOG00000319","2024-02-09","15:04:38",2024,2,"MACH00020","Machine 20","MODEL-8269","Compressor","Omron","FAC08","Factory 8","LINE020","Assembly Line 20","59.7","48.4","9.25","43.16",6595,"17.39","Stopped","70.11","No","72.52",13,8,22,6418,"E002","Error condition E002","2024-07-22","2024-02-10"
"LOG00000320","2024-03-21","01:51:24",2024,5,"MACH00021","Machine 21","MODEL-9632","CNC Machine","Siemens","FAC01","Factory 1","LINE021","Assembly Line 21","75.6","58.5","3.54","46.22",9448,"16.21","Running","51.46","Yes","93.01",10,24,20,2639,"E003","Error condition E003","2024-08-11","2024-08-25"
"LOG00000321","2024-05-21","02:12:46",2024,2,"MACH00022","Machine 22","MODEL-5186","Hydraulic Press","ABB","FAC02","Factory 2","LINE022","Assembly Line 22","54","47.7","6.76","30.5",8357,"29.25","Idle","67.48","Yes","80.29",13,7,4,9096,"E004","Error condition E004","2024-06-23","2024-05-08"
"LOG00000322","2024-11-12","15:38:11",2024,1,"MACH00023","Machine 23","MODEL-7413","Conveyor","Fanuc","FAC03","Factory 3","LINE023","Assembly Line 23","33.6","40.2","3.19","18.43",9066,"28.24","Maintenance","55.29","Yes","95.36",15,17,8,2377,"E005","Error condition E005","2024-09-19","2024-05-13"
"LOG00000323","2024-07-02","09:31:16",2024,7,"MACH00024","Machine 24","MODEL-3537","Robot Arm","KUKA","FAC04","Factory 4","LINE024","Assembly Line 24","65.4","37.3","0.97","44.93",1735,"16.47","Error","61.93","Yes","79.09",14,19,5,2090,"None","No errors","2024-03-07","2024-08-06"
"LOG00000324","2024-03-20","15:29:47",2024,12,"MACH00025","Machine 25","MODEL-2596","Welder","Bosch","FAC05","Factory 5","LINE025","Assembly Line 25","23.1","76.3","4.37","3.99",7422,"30.91","Stopped","66.77","Yes","77.32",17,13,24,8356,"E001","Error condition E001","2024-01-26","2024-05-28"
"LOG00000325","2024-03-20","00:06:43",2024,12,"MACH00026","Machine 26","MODEL-4389","Drill","Mitsubishi","FAC06","Factory 6","LINE026","Assembly Line 26","38.8","53","5.35","48.02",8774,"14.98","Running","64.52","Yes","71.31",22,15,24,2429,"E002","Error condition E002","2024-10-18","2024-01-25"
"LOG00000326","2024-10-12","05:24:37",2024,3,"MACH00027","Machine 27","MODEL-3973","Lathe","Yaskawa","FAC07","Factory 7","LINE027","Assembly Line 27","22.1","54.6","8.81","31.41",4927,"45.72","Idle","83.03","No","63.08",4,4,16,1240,"E003","Error condition E003","2024-10-19","2024-06-15"
"LOG00000327","2024-10-17","17:01:06",2024,8,"MACH00028","Machine 28","MODEL-1033","Compressor","Omron","FAC08","Factory 8","LINE028","Assembly Line 28","44.8","70.4","3.53","45.68",9772,"23.21","Maintenance","76.64","No","68.62",19,12,9,5838,"E004","Error condition E004","2024-03-08","2024-09-27"
"LOG00000328","2024-10-27","11:22:56",2024,12,"MACH00029","Machine 29","MODEL-7433","CNC Machine","Siemens","FAC01","Factory 1","LINE029","Assembly Line 29","61.7","35.2","4.04","4.85",7285,"41.93","Error","60.58","Yes","87.08",16,23,11,2008,"E005","Error condition E005","2024-08-28","2024-06-02"
"LOG00000329","2024-03-22","15:27:40",2024,12,"MACH00030","Machine 30","MODEL-3255","Hydraulic Press","ABB","FAC02","Factory 2","LINE030","Assembly Line 30","51","37.9","7.55","26.28",8089,"3.63","Stopped","76.07","No","82.45",6,3,6,8077,"None","No errors","2024-06-19","2024-04-27"
"LOG00000330","2024-03-20","04:05:06",2024,4,"MACH00031","Machine 31","MODEL-7132","Conveyor","Fanuc","FAC03","Factory 3","LINE001","Assembly Line 1","28.6","64","8.99","46.86",2020,"0.66","Running","75.54","No","84.81",5,1,14,1152,"E001","Error condition E001","2024-05-11","2024-12-11"
"LOG00000331","2024-12-14","22:37:26",2024,3,"MACH00032","Machine 32","MODEL-1760","Robot Arm","KUKA","FAC04","Factory 4","LINE002","Assembly Line 2","33.2","46","9.14","38.62",2157,"22.13","Idle","88.63","No","98.27",7,7,12,5874,"E002","Error condition E002","2024-04-06","2024-03-03"
"LOG00000332","2024-06-04","01:07:34",2024,3,"MACH00033","Machine 33","MODEL-4759","Welder","Bosch","FAC05","Factory 5","LINE003","Assembly Line 3","57.6","79.2","9.63","39.14",473,"46.94","Maintenance","54.7","Yes","91.02",19,12,14,1040,"E003","Error condition E003","2024-06-01","2024-04-25"
"LOG00000333","2024-12-10","07:49:23",2024,10,"MACH00034","Machine 34","MODEL-2165","Drill","Mitsubishi","FAC06","Factory 6","LINE004","Assembly Line 4","75","48.2","6.96","31.56",7634,"49.21","Error","67.78","Yes","68.33",15,18,7,2566,"E004","Error condition E004","2024-07-19","2024-01-12"
"LOG00000334","2024-10-18","18:46:02",2024,8,"MACH00035","Machine 35","MODEL-2305","Lathe","Yaskawa","FAC07","Factory 7","LINE005","Assembly Line 5","68.4","33","0.64","28.54",7633,"45.17","Stopped","91.38","No","61.91",10,20,13,3042,"E005","Error condition E005","2024-09-11","2024-08-13"
"LOG00000335","2024-12-28","11:11:49",2024,2,"MACH00036","Machine 36","MODEL-4584","Compressor","Omron","FAC08","Factory 8","LINE006","Assembly Line 6","22.7","51.5","8.87","6.96",8340,"44.56","Running","56.18","Yes","73.35",17,3,3,6170,"None","No errors","2024-06-15","2024-01-22"
"LOG00000336","2024-08-09","04:44:51",2024,12,"MACH00037","Machine 37","MODEL-5188","CNC Machine","Siemens","FAC01","Factory 1","LINE007","Assembly Line 7","58.3","72.5","3.78","28.7",4212,"42.62","Idle","66.19","Yes","65.25",15,16,18,3914,"E001","Error condition E001","2024-06-16","2024-01-27"
"LOG00000337","2024-07-25","08:03:38",2024,1,"MACH00038","Machine 38","MODEL-2064","Hydraulic Press","ABB","FAC02","Factory 2","LINE008","Assembly Line 8","26.8","73.7","3.58","13.11",2098,"18.79","Maintenance","56.92","Yes","81.36",19,22,9,542,"E002","Error condition E002","2024-06-27","2024-01-20"
"LOG00000338","2024-10-17","06:17:09",2024,6,"MACH00039","Machine 39","MODEL-2801","Conveyor","Fanuc","FAC03","Factory 3","LINE009","Assembly Line 9","37.7","37.3","9.57","9.64",6802,"8.87","Error","87.39","No","96.71",22,8,11,1013,"E003","Error condition E003","2024-07-06","2024-09-11"
"LOG00000339","2024-03-04","08:35:31",2024,6,"MACH00040","Machine 40","MODEL-1319","Robot Arm","KUKA","FAC04","Factory 4","LINE010","Assembly Line 10","49.3","32.8","0.99","32.05",417,"18.04","Stopped","91.49","No","94.06",24,7,16,7037,"E004","Error condition E004","2024-07-25","2024-11-19"
"LOG00000340","2024-02-20","05:03:36",2024,8,"MACH00041","Machine 41","MODEL-7580","Welder","Bosch","FAC05","Factory 5","LINE011","Assembly Line 11","28.6","72.3","6.18","0.05",2170,"9.73","Running","78.34","No","93.04",15,22,1,7508,"E005","Error condition E005","2024-05-06","2024-02-11"
"LOG00000341","2024-07-10","09:40:46",2024,3,"MACH00042","Machine 42","MODEL-1859","Drill","Mitsubishi","FAC06","Factory 6","LINE012","Assembly Line 12","51.2","49","0.88","15.92",4532,"9.11","Idle","68.7","Yes","81.94",14,20,2,8650,"None","No errors","2024-02-04","2024-07-15"
"LOG00000342","2024-08-10","16:10:16",2024,11,"MACH00043","Machine 43","MODEL-1151","Lathe","Yaskawa","FAC07","Factory 7","LINE013","Assembly Line 13","23.6","39.6","7.55","14.87",5809,"7.94","Maintenance","86.09","No","82",15,3,19,5568,"E001","Error condition E001","2024-06-28","2024-12-05"
"LOG00000343","2024-06-24","11:46:40",2024,8,"MACH00044","Machine 44","MODEL-8787","Compressor","Omron","FAC08","Factory 8","LINE014","Assembly Line 14","35.7","75.7","1.17","25.38",6214,"32.88","Error","87.07","No","65.12",18,9,5,2562,"E002","Error condition E002","2024-03-02","2024-10-05"
"LOG00000344","2024-04-28","05:07:32",2024,7,"MACH00045","Machine 45","MODEL-8041","CNC Machine","Siemens","FAC01","Factory 1","LINE015","Assembly Line 15","76.7","60.3","4.26","41.73",5866,"16.63","Stopped","50.81","Yes","65.61",15,8,13,4713,"E003","Error condition E003","2024-08-16","2024-06-03"
"LOG00000345","2024-08-10","14:27:01",2024,3,"MACH00046","Machine 46","MODEL-2523","Hydraulic Press","ABB","FAC02","Factory 2","LINE016","Assembly Line 16","73.9","34.9","6.09","46.48",1667,"40.21","Running","98.76","No","72.62",11,5,9,8677,"E004","Error condition E004","2024-12-01","2024-07-14"
"LOG00000346","2024-07-10","07:14:23",2024,6,"MACH00047","Machine 47","MODEL-7179","Conveyor","Fanuc","FAC03","Factory 3","LINE017","Assembly Line 17","38.6","73.7","2.41","9.1",8162,"22.45","Idle","73.18","No","64.81",17,22,12,3236,"E005","Error condition E005","2024-07-20","2024-09-28"
