"inspection_id","inspection_date","inspection_time","year","month","order_id","product_id","product_name","batch_number","inspector_id","inspector_name","inspectordepartment","department","factory_id","factory_name","assembly_line_id","assembly_line_name","quantity_inspected","quantity_defective","defect_rate","sample_size","defect_type","defect_code","defect_severity","defect_description","dimension1","dimension2","weight","visual_quality","functional_test","inspection_status","inspection_result","rework_required","approved","approvedby","notes","photopath"
"INSP00000194","2024-11-02","09:59",2024,1,"ORD00000831","PROD000045","Product 45","BATCH00194","INS0045","Inspector 45","Quality Control","QC Department","FAC03","Factory 3","LINE015","Assembly Line 15",6760,96,"1.42",18,"Discoloration","D003","None","Discoloration found in batch","80.75","10.44","28.96","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.42% defect rate","photo_INSP00000194.jpg"
"INSP00000195","2024-11-06","13:53",2024,11,"ORD00000509","PROD000046","Product 46","BATCH00195","INS0046","Inspector 46","Quality Control","QC Department","FAC04","Factory 4","LINE016","Assembly Line 16",3753,68,"1.81",1825,"Misalignment","D004","Critical","Misalignment found in batch","37.7","68.49","10.12","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 1.81% defect rate","null"
"INSP00000196","2024-04-18","12:29",2024,1,"ORD00000232","PROD000047","Product 47","BATCH00196","INS0047","Inspector 47","Quality Control","QC Department","FAC05","Factory 5","LINE017","Assembly Line 17",9375,40,"0.43",4758,"Missing Part","D005","Major","Missing Part found in batch","49.02","66.64","19.12","Fair","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.43% defect rate","photo_INSP00000196.jpg"
"INSP00000197","2024-01-02","11:20",2024,11,"ORD00000040","PROD000048","Product 48","BATCH00197","INS0048","Inspector 48","Quality Control","QC Department","FAC06","Factory 6","LINE018","Assembly Line 18",3119,85,"2.73",1004,"Malfunction","D006","Minor","Malfunction found in batch","48.61","91.53","23.89","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 2.73% defect rate","null"
"INSP00000198","2024-07-05","08:21",2024,8,"ORD00000095","PROD000049","Product 49","BATCH00198","INS0049","Inspector 49","Quality Control","QC Department","FAC07","Factory 7","LINE019","Assembly Line 19",388,97,"25",296,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","31.1","77.02","28.07","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 25.0% defect rate","photo_INSP00000198.jpg"
"INSP00000200","2024-05-27","16:32",2024,1,"ORD00000260","PROD000051","Product 51","BATCH00200","INS0001","Inspector 1","Quality Control","QC Department","FAC01","Factory 1","LINE021","Assembly Line 21",6517,97,"1.49",4878,"Crack","D001","Critical","Crack found in batch","96.16","33.51","37.47","Poor","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 1.49% defect rate","photo_INSP00000200.jpg"
"INSP00000201","2024-09-03","11:40",2024,3,"ORD00000924","PROD000052","Product 52","BATCH00201","INS0002","Inspector 2","Quality Control","QC Department","FAC02","Factory 2","LINE022","Assembly Line 22",5190,46,"0.89",2706,"Dent","D002","Major","Dent found in batch","73.67","78.97","30.32","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.89% defect rate","photo_INSP00000201.jpg"
"INSP00000202","2024-11-25","15:41",2024,6,"ORD00000443","PROD000053","Product 53","BATCH00202","INS0003","Inspector 3","Quality Control","QC Department","FAC03","Factory 3","LINE023","Assembly Line 23",937,13,"1.39",26,"Discoloration","D003","Minor","Discoloration found in batch","28.04","17.6","41.38","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.39% defect rate","photo_INSP00000202.jpg"
"INSP00000203","2024-11-01","15:53",2024,8,"ORD00000924","PROD000054","Product 54","BATCH00203","INS0004","Inspector 4","Quality Control","QC Department","FAC04","Factory 4","LINE024","Assembly Line 24",7090,99,"1.4",4999,"Misalignment","D004","Cosmetic","Misalignment found in batch","64.72","41.71","28.34","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 1.4% defect rate","null"
"INSP00000204","2024-06-16","08:41",2024,12,"ORD00000367","PROD000055","Product 55","BATCH00204","INS0005","Inspector 5","Quality Control","QC Department","FAC05","Factory 5","LINE025","Assembly Line 25",147,73,"49.66",32,"Missing Part","D005","None","Missing Part found in batch","51.43","35.56","18.75","Good","Fail","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 49.66% defect rate","null"
"INSP00000205","2024-04-19","16:43",2024,8,"ORD00000280","PROD000056","Product 56","BATCH00205","INS0006","Inspector 6","Quality Control","QC Department","FAC06","Factory 6","LINE026","Assembly Line 26",3548,75,"2.11",1064,"Malfunction","D006","Critical","Malfunction found in batch","13.93","20.07","14.79","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 2.11% defect rate","photo_INSP00000205.jpg"
"INSP00000206","2024-07-16","08:21",2024,3,"ORD00000703","PROD000057","Product 57","BATCH00206","INS0007","Inspector 7","Quality Control","QC Department","FAC07","Factory 7","LINE027","Assembly Line 27",2533,97,"3.83",2100,"Dimension Error","D007","Major","Dimension Error found in batch","14.04","66.16","34.15","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 3.83% defect rate","null"
"INSP00000207","2024-08-03","15:24",2024,9,"ORD00000374","PROD000058","Product 58","BATCH00207","INS0008","Inspector 8","Quality Control","QC Department","FAC08","Factory 8","LINE028","Assembly Line 28",1455,72,"4.95",406,"None","D000","Minor","None found in batch","78.85","93.16","25.33","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 4.95% defect rate","null"
"INSP00000208","2024-01-08","10:33",2024,2,"ORD00000695","PROD000059","Product 59","BATCH00208","INS0009","Inspector 9","Quality Control","QC Department","FAC01","Factory 1","LINE029","Assembly Line 29",3499,15,"0.43",2913,"Crack","D001","Cosmetic","Crack found in batch","55.67","28.54","9.83","Fair","Pass","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.43% defect rate","null"
"INSP00000209","2024-05-20","13:42",2024,2,"ORD00000488","PROD000060","Product 60","BATCH00209","INS0010","Inspector 10","Quality Control","QC Department","FAC02","Factory 2","LINE030","Assembly Line 30",747,57,"7.63",134,"Dent","D002","None","Dent found in batch","18.01","14.9","4.13","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 7.63% defect rate","null"
"INSP00000210","2024-10-12","10:21",2024,10,"ORD00000121","PROD000061","Product 61","BATCH00210","INS0011","Inspector 11","Quality Control","QC Department","FAC03","Factory 3","LINE001","Assembly Line 1",2204,97,"4.4",1971,"Discoloration","D003","Critical","Discoloration found in batch","83.28","90.11","35.93","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 4.4% defect rate","photo_INSP00000210.jpg"
"INSP00000211","2024-09-09","10:03",2024,4,"ORD00000717","PROD000062","Product 62","BATCH00211","INS0012","Inspector 12","Quality Control","QC Department","FAC04","Factory 4","LINE002","Assembly Line 2",9209,10,"0.11",9041,"Misalignment","D004","Major","Misalignment found in batch","31","57.93","17.28","Poor","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.11% defect rate","photo_INSP00000211.jpg"
"INSP00000212","2024-07-11","11:03",2024,2,"ORD00000164","PROD000063","Product 63","BATCH00212","INS0013","Inspector 13","Quality Control","QC Department","FAC05","Factory 5","LINE003","Assembly Line 3",3996,97,"2.43",2557,"Missing Part","D005","Minor","Missing Part found in batch","56.62","55.23","30.46","Good","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 2.43% defect rate","null"
"INSP00000213","2024-03-03","12:54",2024,3,"ORD00000426","PROD000064","Product 64","BATCH00213","INS0014","Inspector 14","Quality Control","QC Department","FAC06","Factory 6","LINE004","Assembly Line 4",2438,30,"1.23",671,"Malfunction","D006","Cosmetic","Malfunction found in batch","40.2","16.26","37.39","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.23% defect rate","photo_INSP00000213.jpg"
"INSP00000214","2024-03-05","16:58",2024,2,"ORD00000752","PROD000065","Product 65","BATCH00214","INS0015","Inspector 15","Quality Control","QC Department","FAC07","Factory 7","LINE005","Assembly Line 5",8676,59,"0.68",5197,"Dimension Error","D007","None","Dimension Error found in batch","22.4","34.29","29.26","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.68% defect rate","null"
"INSP00000215","2024-04-22","10:07",2024,7,"ORD00000166","PROD000066","Product 66","BATCH00215","INS0016","Inspector 16","Quality Control","QC Department","FAC08","Factory 8","LINE006","Assembly Line 6",1186,0,"0",285,"None","D000","Critical","None found in batch","29.49","42.55","3.99","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.0% defect rate","null"
"INSP00000216","2024-02-07","09:55",2024,8,"ORD00000265","PROD000067","Product 67","BATCH00216","INS0017","Inspector 17","Quality Control","QC Department","FAC01","Factory 1","LINE007","Assembly Line 7",7600,84,"1.11",1385,"Crack","D001","Major","Crack found in batch","47.7","28.47","40.17","Good","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 1.11% defect rate","photo_INSP00000216.jpg"
"INSP00000217","2024-06-13","10:30",2024,3,"ORD00000994","PROD000068","Product 68","BATCH00217","INS0018","Inspector 18","Quality Control","QC Department","FAC02","Factory 2","LINE008","Assembly Line 8",5247,60,"1.14",1406,"Dent","D002","Minor","Dent found in batch","13.7","79.24","35.21","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.14% defect rate","null"
"INSP00000218","2024-06-11","17:10",2024,12,"ORD00000346","PROD000069","Product 69","BATCH00218","INS0019","Inspector 19","Quality Control","QC Department","FAC03","Factory 3","LINE009","Assembly Line 9",8306,33,"0.4",2104,"Discoloration","D003","Cosmetic","Discoloration found in batch","48.82","12.36","16.2","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.4% defect rate","null"
"INSP00000219","2024-11-02","10:17",2024,8,"ORD00000918","PROD000070","Product 70","BATCH00219","INS0020","Inspector 20","Quality Control","QC Department","FAC04","Factory 4","LINE010","Assembly Line 10",9026,45,"0.5",7319,"Misalignment","D004","None","Misalignment found in batch","36.79","52.71","28.96","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.5% defect rate","photo_INSP00000219.jpg"
"INSP00000220","2024-07-09","15:41",2024,11,"ORD00000507","PROD000071","Product 71","BATCH00220","INS0021","Inspector 21","Quality Control","QC Department","FAC05","Factory 5","LINE011","Assembly Line 11",3975,16,"0.4",429,"Missing Part","D005","Critical","Missing Part found in batch","62.1","12.2","43.58","Fair","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.4% defect rate","null"
"INSP00000221","2024-07-10","09:54",2024,1,"ORD00000886","PROD000072","Product 72","BATCH00221","INS0022","Inspector 22","Quality Control","QC Department","FAC06","Factory 6","LINE012","Assembly Line 12",4769,3,"0.06",3954,"Malfunction","D006","Major","Malfunction found in batch","43.77","47.48","35.25","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.06% defect rate","null"
"INSP00000222","2024-11-24","14:19",2024,5,"ORD00000367","PROD000073","Product 73","BATCH00222","INS0023","Inspector 23","Quality Control","QC Department","FAC07","Factory 7","LINE013","Assembly Line 13",7936,18,"0.23",5727,"Dimension Error","D007","Minor","Dimension Error found in batch","31.1","84.51","40.52","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.23% defect rate","photo_INSP00000222.jpg"
"INSP00000223","2024-03-03","12:51",2024,11,"ORD00000422","PROD000074","Product 74","BATCH00223","INS0024","Inspector 24","Quality Control","QC Department","FAC08","Factory 8","LINE014","Assembly Line 14",5377,81,"1.51",3199,"None","D000","Cosmetic","None found in batch","10.16","39.53","5.34","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.51% defect rate","null"
"INSP00000224","2024-04-08","11:11",2024,2,"ORD00000040","PROD000075","Product 75","BATCH00224","INS0025","Inspector 25","Quality Control","QC Department","FAC01","Factory 1","LINE015","Assembly Line 15",193,49,"25.39",82,"Crack","D001","None","Crack found in batch","73.31","71.05","7.28","Fair","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 25.39% defect rate","null"
"INSP00000225","2024-09-03","15:00",2024,12,"ORD00000168","PROD000076","Product 76","BATCH00225","INS0026","Inspector 26","Quality Control","QC Department","FAC02","Factory 2","LINE016","Assembly Line 16",9779,83,"0.85",2067,"Dent","D002","Critical","Dent found in batch","20.44","59.99","16.45","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.85% defect rate","null"
"INSP00000226","2024-12-19","10:06",2024,2,"ORD00000732","PROD000077","Product 77","BATCH00226","INS0027","Inspector 27","Quality Control","QC Department","FAC03","Factory 3","LINE017","Assembly Line 17",4275,19,"0.44",4189,"Discoloration","D003","Major","Discoloration found in batch","43.04","46.99","33.15","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.44% defect rate","photo_INSP00000226.jpg"
"INSP00000227","2024-12-11","08:05",2024,11,"ORD00000803","PROD000078","Product 78","BATCH00227","INS0028","Inspector 28","Quality Control","QC Department","FAC04","Factory 4","LINE018","Assembly Line 18",7677,30,"0.39",5448,"Misalignment","D004","Minor","Misalignment found in batch","61.71","56.2","49.12","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.39% defect rate","photo_INSP00000227.jpg"
"INSP00000228","2024-09-21","08:00",2024,7,"ORD00000488","PROD000079","Product 79","BATCH00228","INS0029","Inspector 29","Quality Control","QC Department","FAC05","Factory 5","LINE019","Assembly Line 19",3626,23,"0.63",2797,"Missing Part","D005","Cosmetic","Missing Part found in batch","41.44","21.07","6.63","Fair","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.63% defect rate","null"
"INSP00000229","2024-08-01","13:28",2024,12,"ORD00000985","PROD000080","Product 80","BATCH00229","INS0030","Inspector 30","Quality Control","QC Department","FAC06","Factory 6","LINE020","Assembly Line 20",5400,24,"0.44",1343,"Malfunction","D006","None","Malfunction found in batch","81.91","87.13","21.31","Fair","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.44% defect rate","photo_INSP00000229.jpg"
"INSP00000230","2024-01-08","08:54",2024,1,"ORD00000474","PROD000081","Product 81","BATCH00230","INS0031","Inspector 31","Quality Control","QC Department","FAC07","Factory 7","LINE021","Assembly Line 21",2471,23,"0.93",1723,"Dimension Error","D007","Critical","Dimension Error found in batch","64.49","64.95","45.43","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.93% defect rate","photo_INSP00000230.jpg"
"INSP00000231","2024-03-20","12:08",2024,10,"ORD00000526","PROD000082","Product 82","BATCH00231","INS0032","Inspector 32","Quality Control","QC Department","FAC08","Factory 8","LINE022","Assembly Line 22",8371,82,"0.98",801,"None","D000","Major","None found in batch","76.38","63.95","11.2","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.98% defect rate","null"
"INSP00000232","2024-12-02","15:10",2024,2,"ORD00000068","PROD000083","Product 83","BATCH00232","INS0033","Inspector 33","Quality Control","QC Department","FAC01","Factory 1","LINE023","Assembly Line 23",6134,32,"0.52",3478,"Crack","D001","Minor","Crack found in batch","37.93","32.85","38.97","Good","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.52% defect rate","null"
